fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,acidity_ratio,sulfur_ratio,sugar_alcohol_interaction,wine_type_red,wine_type_white,alcohol_category_Low,alcohol_category_Medium,alcohol_category_High,alcohol_category_Very_High,ph_category_Very_Acidic,ph_category_Acidic,ph_category_Moderate,ph_category_Basic
-1.0905550112084457,-0.6662057963701301,-0.05917677292745024,-0.4089335944961855,-0.3427530423183914,0.25774471224651546,0.7621097340466946,-1.5808174627732152,-0.1723750003465106,-1.0751656686418756,1.3517633134319904,-0.013015930908487506,-0.531189834635377,-0.27827131805259103,-0.5790536987383903,0.5790536987383904,-0.8847866077975567,-0.8693349430704159,2.5817032634315242,0.0,-0.300338945649689,0.75787294621544,-0.6060295129667266,-0.11684694477819452
-1.0905550112084457,-0.9686192828259655,0.35197521758586436,-0.9153245496786424,-0.5645372467513273,0.03381371052542368,-0.3338550872677344,-1.7671412910875142,-0.359201460576086,-0.34742799972263616,1.2679959796593852,0.64283560211575,0.2821892353139324,-0.9178167116525369,-0.5790536987383903,0.5790536987383904,-0.8847866077975567,1.1503046184570547,-0.3873411844670443,0.0,-0.300338945649689,0.75787294621544,-0.6060295129667266,-0.11684694477819452
0.9686207647928172,0.18055196570620857,-0.8129554222018602,-0.5566309564244022,0.9325061331709904,-0.6939620450681246,-1.0055754616217392,1.0876059355851206,0.7617573008013718,1.1080473381158427,-0.7424200308831477,-0.22077621257027702,0.1813241573805491,-0.6176801427178111,1.7269555520994753,-1.726955552099475,1.130216021792234,-0.8693349430704159,-0.3873411844670443,0.0,-0.300338945649689,-1.3194823815702357,1.6500846552912087,-0.11684694477819452
-0.02283423846704985,-0.8476538882436313,1.9965831796391227,2.2707185433443167,-0.37047606787250836,-0.9178930467892165,-0.21011712357094403,1.3205107209780031,-0.9819563280080086,-1.1413236385436247,-1.07748936597357,0.999952331353517,-1.2178308886926659,2.0624867623308814,-0.5790536987383903,0.5790536987383904,1.130216021792234,-0.8693349430704159,-0.3873411844670443,0.0,-0.300338945649689,0.75787294621544,-0.6060295129667266,-0.11684694477819452
0.28222883945906274,-0.24282691533196085,0.4205005493380835,-0.7043283183526188,-0.37047606787250836,-1.1418240485103082,-0.2985013833543657,-0.5893085192435684,-0.2969259738328951,0.7772574886070978,0.4303226419333299,0.0003114771483163637,-1.4896203523156373,-0.7006126157129327,-0.5790536987383903,0.5790536987383904,-0.8847866077975567,1.1503046184570547,-0.3873411844670443,0.0,-0.300338945649689,0.75787294621544,-0.6060295129667266,-0.11684694477819452
-0.02283423846704985,0.12006926841504147,0.9687032033558364,-0.7043283183526188,0.48893772430511845,-0.358065542486487,-1.25305138901532,0.2025677510922106,1.1354102212605255,2.1004168866420785,0.4303226419333299,-0.5012779453488616,2.0672775016452625,-0.7006126157129327,1.7269555520994753,-1.726955552099475,-0.8847866077975567,1.1503046184570547,-0.3873411844670443,0.0,-0.300338945649689,-1.3194823815702357,1.6500846552912087,-0.11684694477819452
-0.17536577743010648,-0.7266884936612972,-0.538854095192984,1.173538140448993,-0.4259221189807422,2.4970547294574335,0.9212014016568537,0.1160602593748457,-1.4801602219535466,0.1818357594913566,0.011485973070302295,0.6078500314946973,1.2944301310708788,1.3266256130567071,-0.5790536987383903,0.5790536987383904,-0.8847866077975567,1.1503046184570547,-0.3873411844670443,0.0,3.329571520725738,-1.3194823815702357,-0.6060295129667266,-0.11684694477819452
1.7312784596081,2.660342554644058,-0.6759047586974221,-0.7465275646178235,0.5721068009674695,-1.3657550502314,-1.4651736124955321,1.3537828331769812,0.26355340685583384,0.1818357594913566,0.09525330684290752,-1.2370056231595432,-0.8041200757068488,-0.7655544464181073,1.7269555520994753,-1.726955552099475,-0.8847866077975567,1.1503046184570547,-0.3873411844670443,0.0,-0.300338945649689,0.75787294621544,-0.6060295129667266,-0.11684694477819452
-0.2516315469116345,1.6018953520486343,-1.3611580762196132,1.1102392710511857,0.4612146987510014,0.5376584643978802,-0.5636541627046308,1.5201433941718712,1.446787654976488,-0.08279612011563978,-0.9099546984283582,-1.310548438996074,1.5577289863963446,0.999283682610354,1.7269555520994753,-1.726955552099475,1.130216021792234,-0.8693349430704159,-0.3873411844670443,0.0,-0.300338945649689,-1.3194823815702357,1.6500846552912087,-0.11684694477819452
-0.861757702763861,0.603930846744378,-0.2647527681841073,-0.2506864210016676,-0.6754293489677952,0.705606715688699,0.30251158317290183,-1.041809245149691,0.26355340685583384,-0.41358596962438526,0.6537021986603054,-1.0792539067727016,0.3049857074326308,-0.15687104894156334,-0.5790536987383903,0.5790536987383904,-0.8847866077975567,1.1503046184570547,-0.3873411844670443,0.0,-0.300338945649689,0.75787294621544,-0.6060295129667266,-0.11684694477819452
